subject,block,number,response,error,rt,condition,correct,congruency,size,task,congsize,decade,unit,sizeunit,decadeDistance,unitDistance,distance
10,2,63,a       ,C       ,741,general,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
10,2,91,a       ,C       ,581,general,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
10,2,66,l       ,C       ,631,general,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
10,2,41,a       ,C       ,581,general,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
10,2,27,a       ,C       ,561,general,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
10,2,82,l       ,C       ,591,general,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
10,2,61,a       ,C       ,671,general,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
10,2,74,l       ,C       ,681,general,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
10,2,44,l       ,C       ,461,general,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
10,2,81,a       ,C       ,711,general,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
10,2,87,a       ,C       ,631,general,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
10,2,47,a       ,C       ,551,general,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
10,2,78,l       ,C       ,902,general,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
10,2,73,a       ,C       ,651,general,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
10,2,48,l       ,C       ,701,general,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
10,2,33,a       ,C       ,1122,general,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
9,1,63,l       ,C       ,611,general,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
9,1,11,l       ,C       ,480,general,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
9,1,28,a       ,C       ,481,general,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
9,1,18,a       ,C       ,671,general,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
9,1,33,l       ,C       ,491,general,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
9,1,42,a       ,C       ,600,general,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
9,1,69,l       ,C       ,631,general,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
9,1,91,l       ,C       ,431,general,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
9,1,14,a       ,C       ,571,general,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
9,1,29,l       ,C       ,470,general,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
9,1,97,l       ,C       ,410,general,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
9,1,84,a       ,C       ,420,general,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
9,1,46,a       ,C       ,591,general,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
9,1,13,l       ,C       ,431,general,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
9,1,66,a       ,C       ,671,general,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
9,1,32,a       ,C       ,550,general,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
9,1,43,l       ,C       ,541,general,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
9,1,19,l       ,C       ,571,general,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
9,1,44,a       ,C       ,511,general,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
9,1,37,l       ,C       ,520,general,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
9,1,82,a       ,C       ,561,general,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
9,1,27,l       ,C       ,491,general,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
9,1,98,a       ,C       ,441,general,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
9,1,17,l       ,C       ,441,general,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
9,1,64,a       ,C       ,531,general,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
9,1,22,a       ,C       ,410,general,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
9,1,36,a       ,C       ,460,general,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
9,1,61,l       ,C       ,591,general,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
9,1,49,l       ,C       ,481,general,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
9,1,67,l       ,C       ,461,general,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
9,1,77,l       ,C       ,431,general,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
9,1,92,a       ,C       ,571,general,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
9,1,34,a       ,C       ,490,general,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
9,1,96,a       ,C       ,420,general,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
9,1,24,a       ,C       ,470,general,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
9,1,73,l       ,C       ,551,general,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
9,1,88,a       ,C       ,521,general,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
9,1,86,a       ,C       ,691,general,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
9,1,62,a       ,C       ,511,general,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
9,1,41,l       ,C       ,501,general,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
9,1,89,l       ,C       ,691,general,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
9,1,72,l       ,E       ,450,general,0,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
9,1,26,a       ,C       ,510,general,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
9,1,83,l       ,C       ,491,general,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
9,1,74,a       ,C       ,531,general,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
9,1,93,l       ,C       ,521,general,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
9,1,81,l       ,C       ,641,general,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
9,1,78,a       ,C       ,500,general,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
9,1,76,a       ,C       ,501,general,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
9,1,23,l       ,C       ,501,general,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
9,1,21,l       ,C       ,491,general,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
9,1,47,l       ,C       ,501,general,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
9,1,79,l       ,C       ,771,general,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
9,1,48,a       ,C       ,521,general,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
9,1,71,l       ,C       ,431,general,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
9,1,31,l       ,C       ,361,general,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
9,1,87,l       ,C       ,451,general,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
9,1,38,a       ,C       ,571,general,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
9,1,39,l       ,C       ,741,general,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
9,1,68,a       ,C       ,781,general,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
9,1,12,a       ,C       ,591,general,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
9,1,99,l       ,C       ,481,general,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
9,1,16,a       ,C       ,591,general,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
9,1,94,a       ,C       ,470,general,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
9,2,11,l       ,C       ,430,general,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
9,2,77,l       ,C       ,470,general,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
9,2,68,a       ,C       ,481,general,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
9,2,82,a       ,C       ,511,general,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
9,2,33,l       ,C       ,491,general,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
9,2,84,a       ,C       ,551,general,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
9,2,74,a       ,C       ,470,general,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
9,2,18,a       ,C       ,430,general,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
9,2,39,l       ,C       ,510,general,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
9,2,41,l       ,C       ,851,general,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
9,2,79,l       ,C       ,430,general,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
9,2,19,l       ,C       ,400,general,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
9,2,49,l       ,C       ,651,general,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
9,2,72,a       ,C       ,631,general,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
9,2,98,a       ,C       ,431,general,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
9,2,12,a       ,C       ,411,general,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
9,2,66,a       ,C       ,401,general,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
9,2,16,a       ,C       ,451,general,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
9,2,83,l       ,C       ,530,general,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
9,2,22,a       ,C       ,520,general,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
9,2,86,a       ,C       ,621,general,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
9,2,34,a       ,C       ,451,general,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
9,2,21,l       ,C       ,551,general,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
9,2,69,l       ,C       ,580,general,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
9,2,96,a       ,C       ,691,general,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
9,2,38,a       ,C       ,621,general,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
9,2,76,a       ,C       ,570,general,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
9,2,42,a       ,C       ,461,general,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
9,2,64,a       ,C       ,511,general,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
9,2,26,a       ,C       ,441,general,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
9,2,94,a       ,C       ,441,general,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
9,2,81,l       ,C       ,421,general,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
9,2,46,a       ,C       ,481,general,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
9,2,47,l       ,C       ,550,general,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
9,2,62,a       ,C       ,531,general,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
9,2,87,l       ,C       ,571,general,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
9,2,17,l       ,C       ,461,general,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
9,2,88,a       ,C       ,401,general,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
9,2,93,l       ,C       ,531,general,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
9,2,63,l       ,C       ,470,general,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
9,2,29,l       ,C       ,550,general,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
9,2,92,a       ,C       ,461,general,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
9,2,24,a       ,C       ,431,general,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
9,2,28,a       ,C       ,401,general,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
9,2,31,l       ,C       ,441,general,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
9,2,13,l       ,C       ,401,general,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
9,2,89,l       ,C       ,511,general,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
9,2,97,l       ,C       ,371,general,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
9,2,73,l       ,C       ,431,general,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
9,2,32,l       ,E       ,361,general,0,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
9,2,23,l       ,C       ,611,general,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
9,2,44,a       ,C       ,541,general,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
9,2,14,a       ,C       ,441,general,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
9,2,37,l       ,C       ,451,general,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
9,2,36,a       ,C       ,561,general,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
9,2,71,l       ,C       ,411,general,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
9,2,78,a       ,C       ,481,general,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
9,2,27,l       ,C       ,440,general,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
9,2,43,l       ,C       ,611,general,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
9,2,61,l       ,C       ,431,general,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
9,2,67,l       ,C       ,411,general,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
9,2,99,l       ,C       ,461,general,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
9,2,91,l       ,C       ,431,general,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
9,2,48,a       ,C       ,411,general,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
9,1,46,l       ,C       ,922,general,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
9,1,72,l       ,C       ,1002,general,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
9,1,88,l       ,C       ,551,general,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
9,1,47,a       ,C       ,461,general,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
9,1,37,a       ,C       ,441,general,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
9,1,79,a       ,C       ,630,general,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
9,1,36,l       ,C       ,631,general,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
9,1,23,a       ,C       ,531,general,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
9,1,19,a       ,C       ,701,general,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
9,1,87,a       ,C       ,531,general,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
9,1,42,l       ,C       ,571,general,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
9,1,13,a       ,C       ,401,general,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
9,1,73,a       ,C       ,431,general,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
9,1,92,l       ,C       ,641,general,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
9,1,68,l       ,C       ,691,general,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
9,1,86,l       ,C       ,451,general,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
9,1,76,l       ,C       ,441,general,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
9,1,99,a       ,C       ,561,general,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
9,1,21,a       ,C       ,480,general,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
9,1,11,a       ,C       ,360,general,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
9,1,83,a       ,C       ,581,general,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
9,1,24,l       ,C       ,571,general,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
9,1,41,a       ,C       ,721,general,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
9,1,38,l       ,C       ,490,general,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
9,1,33,a       ,C       ,571,general,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
9,1,62,l       ,C       ,741,general,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
9,1,67,a       ,C       ,601,general,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
9,1,22,l       ,C       ,651,general,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
9,1,44,l       ,C       ,511,general,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
9,1,48,l       ,C       ,530,general,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
9,1,14,l       ,C       ,601,general,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
9,1,78,l       ,C       ,471,general,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
9,1,61,a       ,C       ,471,general,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
9,1,89,a       ,C       ,541,general,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
9,1,63,a       ,C       ,440,general,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
9,1,69,l       ,E       ,470,general,0,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
9,1,32,l       ,C       ,510,general,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
9,1,39,l       ,E       ,491,general,0,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
9,1,71,a       ,C       ,541,general,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
9,1,27,a       ,C       ,561,general,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
9,1,91,a       ,C       ,440,general,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
9,1,29,a       ,C       ,540,general,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
9,1,26,l       ,C       ,631,general,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
9,1,28,l       ,C       ,501,general,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
9,1,49,a       ,C       ,461,general,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
9,1,96,l       ,C       ,671,general,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
9,1,94,l       ,C       ,661,general,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
9,1,16,l       ,C       ,972,general,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
9,1,98,l       ,C       ,531,general,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
9,1,81,a       ,C       ,501,general,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
9,1,77,a       ,C       ,531,general,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
9,1,84,l       ,C       ,641,general,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
9,1,12,l       ,C       ,431,general,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
9,1,93,a       ,C       ,621,general,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
9,1,66,l       ,C       ,441,general,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
9,1,31,a       ,C       ,470,general,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
9,1,17,a       ,C       ,570,general,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
9,1,64,l       ,C       ,521,general,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
9,1,82,l       ,C       ,651,general,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
9,1,97,a       ,C       ,600,general,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
9,1,43,a       ,C       ,521,general,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
9,1,18,l       ,C       ,621,general,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
9,1,74,l       ,C       ,611,general,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
9,1,34,l       ,C       ,550,general,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
9,2,17,a       ,C       ,441,general,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
9,2,63,a       ,C       ,591,general,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
9,2,18,l       ,C       ,571,general,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
9,2,27,a       ,C       ,791,general,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
9,2,16,l       ,C       ,501,general,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
9,2,32,l       ,C       ,451,general,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
9,2,19,a       ,C       ,1002,general,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
9,2,29,a       ,C       ,741,general,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
9,2,94,l       ,C       ,521,general,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
9,2,23,a       ,C       ,591,general,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
9,2,14,l       ,C       ,601,general,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
9,2,62,l       ,C       ,590,general,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
9,2,12,l       ,C       ,420,general,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
9,2,22,l       ,C       ,400,general,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
9,2,49,a       ,C       ,481,general,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
9,2,26,l       ,C       ,1642,general,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
9,2,28,l       ,C       ,461,general,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
9,2,99,a       ,C       ,501,general,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
9,2,11,a       ,C       ,561,general,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
9,2,77,a       ,C       ,561,general,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
9,2,24,l       ,C       ,540,general,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
9,2,74,l       ,C       ,461,general,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
9,2,46,l       ,C       ,531,general,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
9,2,92,l       ,C       ,421,general,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
9,2,73,a       ,C       ,471,general,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
9,2,96,l       ,C       ,671,general,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
9,2,79,a       ,C       ,591,general,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
9,2,81,a       ,C       ,651,general,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
9,2,68,l       ,C       ,782,general,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
9,2,33,a       ,C       ,701,general,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
9,2,91,a       ,C       ,440,general,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
9,2,36,l       ,C       ,580,general,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
9,2,71,a       ,C       ,481,general,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
9,2,48,l       ,C       ,481,general,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
9,2,89,a       ,C       ,591,general,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
9,2,78,l       ,C       ,681,general,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
9,2,72,l       ,C       ,601,general,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
9,2,42,l       ,C       ,451,general,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
