subject,block,number,response,error,rt,condition,correct,congruency,size,task,congsize,decade,unit,sizeunit,decadeDistance,unitDistance,distance
12,1,44,a       ,C       ,1021,decade,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,1,43,a       ,C       ,691,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,2,38,l       ,C       ,801,decade,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
12,2,91,l       ,C       ,841,decade,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
12,2,62,a       ,C       ,711,decade,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
12,2,39,l       ,C       ,711,decade,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
12,2,68,a       ,C       ,1042,decade,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
12,2,48,a       ,C       ,631,decade,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
12,2,69,a       ,C       ,831,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,2,13,l       ,C       ,611,decade,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
12,2,19,l       ,C       ,1001,decade,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
12,2,89,a       ,C       ,1042,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
12,2,18,l       ,C       ,681,decade,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
12,2,14,l       ,C       ,1041,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
12,2,73,l       ,C       ,941,decade,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
12,2,32,l       ,C       ,771,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,2,21,a       ,C       ,751,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,2,99,l       ,C       ,851,decade,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
12,2,27,a       ,C       ,791,decade,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
12,2,33,l       ,C       ,691,decade,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
12,2,63,a       ,C       ,781,decade,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,2,26,a       ,C       ,721,decade,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
12,2,98,l       ,C       ,1182,decade,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,2,61,a       ,C       ,841,decade,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
12,2,42,a       ,C       ,1042,decade,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
12,2,24,a       ,C       ,1182,decade,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
12,2,49,a       ,C       ,1012,decade,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
12,2,96,l       ,C       ,1012,decade,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
12,2,36,l       ,C       ,992,decade,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
12,2,29,a       ,C       ,1082,decade,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
12,2,11,l       ,C       ,831,decade,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
12,2,34,l       ,C       ,1021,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
12,2,37,l       ,C       ,1482,decade,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
12,2,77,l       ,C       ,1072,decade,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
12,2,83,a       ,C       ,1022,decade,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
12,2,88,a       ,C       ,1011,decade,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
12,2,78,l       ,C       ,791,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
12,2,44,a       ,C       ,1091,decade,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,2,82,a       ,C       ,891,decade,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
12,2,79,l       ,C       ,942,decade,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
12,2,28,a       ,C       ,1132,decade,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
12,2,67,a       ,C       ,1152,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
12,2,71,l       ,C       ,982,decade,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
12,2,84,a       ,C       ,1522,decade,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
12,2,94,l       ,C       ,971,decade,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
12,2,93,l       ,C       ,1001,decade,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
12,2,64,a       ,C       ,1102,decade,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,2,41,a       ,C       ,812,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
12,2,72,l       ,C       ,1122,decade,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
12,2,76,l       ,C       ,1162,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
12,2,43,a       ,C       ,1162,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,2,47,a       ,C       ,922,decade,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
12,2,22,a       ,C       ,1052,decade,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,2,31,l       ,C       ,831,decade,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
12,2,23,a       ,C       ,1362,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
12,2,46,a       ,C       ,1012,decade,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
12,2,17,l       ,C       ,901,decade,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
12,2,87,a       ,C       ,871,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
12,2,16,l       ,C       ,1021,decade,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
12,2,86,a       ,C       ,902,decade,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,2,97,l       ,C       ,992,decade,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
12,2,74,l       ,C       ,931,decade,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,2,12,l       ,C       ,961,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
12,2,66,a       ,C       ,1091,decade,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,2,81,a       ,C       ,991,decade,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
12,2,92,l       ,C       ,941,decade,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
12,1,76,a       ,C       ,1903,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
12,1,21,l       ,C       ,962,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,1,39,a       ,C       ,1192,decade,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
12,1,13,a       ,C       ,841,decade,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
12,1,73,a       ,C       ,881,decade,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
12,1,36,a       ,C       ,891,decade,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
12,1,28,l       ,C       ,721,decade,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
12,1,23,l       ,C       ,671,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
12,1,66,l       ,C       ,861,decade,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,1,92,a       ,C       ,871,decade,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
12,1,74,a       ,C       ,871,decade,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,1,43,l       ,C       ,872,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,1,86,l       ,C       ,841,decade,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,1,29,l       ,C       ,1021,decade,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
12,1,38,a       ,C       ,941,decade,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
12,1,98,a       ,C       ,1082,decade,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,1,46,l       ,C       ,882,decade,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
12,1,93,a       ,C       ,921,decade,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
12,1,94,a       ,C       ,1232,decade,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
12,1,81,l       ,C       ,1052,decade,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
12,1,96,a       ,C       ,941,decade,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
12,1,62,l       ,C       ,911,decade,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
12,1,61,l       ,C       ,1572,decade,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
12,1,89,l       ,C       ,1112,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
12,1,32,a       ,C       ,842,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,1,24,l       ,C       ,1342,decade,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
12,1,42,l       ,C       ,1002,decade,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
12,1,22,l       ,C       ,892,decade,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,1,33,a       ,C       ,991,decade,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
12,1,82,l       ,C       ,1262,decade,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
12,1,72,a       ,C       ,961,decade,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
12,1,64,l       ,C       ,1101,decade,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,1,77,a       ,C       ,1112,decade,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
12,1,83,l       ,C       ,1011,decade,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
12,1,11,a       ,C       ,1031,decade,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
12,1,97,a       ,C       ,1061,decade,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
12,1,69,l       ,C       ,1081,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,1,14,a       ,C       ,1472,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
12,1,78,a       ,C       ,962,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
12,1,47,l       ,C       ,851,decade,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
12,1,88,l       ,C       ,1432,decade,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
12,1,67,l       ,C       ,832,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
12,1,79,a       ,C       ,681,decade,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
12,1,91,a       ,C       ,761,decade,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
12,1,49,l       ,C       ,941,decade,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
12,1,71,a       ,C       ,821,decade,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
12,1,48,a       ,E       ,912,decade,0,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
12,1,17,a       ,C       ,1683,decade,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
12,1,34,a       ,C       ,981,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
12,1,41,l       ,C       ,1001,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
12,1,37,a       ,C       ,1422,decade,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
12,1,87,l       ,C       ,731,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
12,1,16,a       ,C       ,701,decade,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
12,1,99,a       ,C       ,1242,decade,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
12,1,19,a       ,C       ,862,decade,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
12,1,12,a       ,C       ,661,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
12,1,84,l       ,C       ,811,decade,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
12,1,63,l       ,C       ,621,decade,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,1,31,a       ,C       ,701,decade,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
12,1,44,l       ,C       ,681,decade,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,1,68,l       ,C       ,741,decade,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
12,1,18,a       ,C       ,731,decade,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
12,1,26,l       ,C       ,902,decade,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
12,1,27,l       ,C       ,541,decade,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
12,2,62,l       ,C       ,801,decade,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
12,2,23,l       ,C       ,1001,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
12,2,82,l       ,C       ,821,decade,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
12,2,98,a       ,C       ,922,decade,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,2,18,a       ,C       ,942,decade,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
12,2,97,a       ,C       ,901,decade,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
12,2,73,a       ,C       ,871,decade,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
12,2,68,l       ,C       ,731,decade,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
12,2,16,a       ,C       ,751,decade,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
12,2,66,l       ,C       ,922,decade,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,2,22,l       ,C       ,841,decade,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,2,41,l       ,C       ,911,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
12,2,12,a       ,C       ,781,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
12,2,47,l       ,C       ,1082,decade,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
12,2,92,a       ,C       ,701,decade,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
12,2,39,a       ,C       ,851,decade,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
12,2,37,a       ,C       ,751,decade,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
12,2,24,l       ,C       ,831,decade,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
12,2,49,l       ,C       ,1593,decade,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
12,2,14,a       ,C       ,691,decade,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
12,2,89,l       ,C       ,1502,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
12,2,64,l       ,C       ,731,decade,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,2,87,l       ,C       ,951,decade,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
12,2,36,a       ,C       ,671,decade,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
12,2,63,l       ,C       ,731,decade,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,2,33,a       ,C       ,752,decade,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
12,2,34,a       ,C       ,631,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
12,2,11,a       ,C       ,691,decade,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
12,2,88,l       ,C       ,831,decade,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
12,2,44,l       ,C       ,641,decade,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,2,91,a       ,C       ,811,decade,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
12,2,46,l       ,C       ,792,decade,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
12,2,27,l       ,C       ,961,decade,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
12,2,21,l       ,C       ,731,decade,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,2,74,a       ,C       ,1182,decade,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,2,13,a       ,C       ,681,decade,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
12,2,76,a       ,C       ,1442,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
12,2,78,a       ,C       ,782,decade,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
12,2,38,a       ,C       ,1092,decade,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
12,2,71,a       ,C       ,901,decade,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
12,2,94,a       ,C       ,861,decade,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
12,2,26,l       ,C       ,701,decade,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
12,2,42,l       ,C       ,891,decade,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
12,2,61,l       ,C       ,1642,decade,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
12,2,29,l       ,C       ,1052,decade,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
12,2,31,a       ,C       ,691,decade,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
12,2,28,a       ,E       ,1071,decade,0,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
12,2,19,a       ,C       ,841,decade,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
12,2,84,l       ,C       ,782,decade,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
12,2,48,l       ,C       ,841,decade,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
12,2,86,l       ,C       ,661,decade,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,2,43,l       ,C       ,691,decade,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,2,69,l       ,C       ,861,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,2,17,a       ,C       ,621,decade,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
12,2,32,a       ,C       ,701,decade,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,2,99,a       ,C       ,771,decade,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
12,2,81,l       ,C       ,981,decade,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
12,2,72,a       ,C       ,1192,decade,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
12,2,79,a       ,C       ,620,decade,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
12,2,77,a       ,C       ,851,decade,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
12,2,96,l       ,E       ,821,decade,0,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
12,2,83,l       ,C       ,681,decade,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
12,2,93,a       ,C       ,901,decade,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
12,2,67,l       ,C       ,1112,decade,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
12,1,64,a       ,C       ,1572,unit,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,1,42,a       ,C       ,1071,unit,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
12,1,71,l       ,C       ,1342,unit,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
12,1,62,a       ,C       ,781,unit,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
12,1,63,l       ,C       ,981,unit,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,1,84,a       ,C       ,871,unit,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
12,1,14,a       ,C       ,711,unit,1,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
12,1,38,a       ,C       ,821,unit,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
12,1,79,l       ,C       ,912,unit,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
12,1,22,a       ,C       ,801,unit,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,1,31,l       ,C       ,801,unit,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
12,1,33,l       ,C       ,1002,unit,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
12,1,19,l       ,C       ,851,unit,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
12,1,97,l       ,C       ,671,unit,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
12,1,41,l       ,C       ,721,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
12,1,94,a       ,C       ,791,unit,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
12,1,24,a       ,C       ,691,unit,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
12,1,36,a       ,C       ,861,unit,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
12,1,48,a       ,C       ,912,unit,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
12,1,32,a       ,C       ,861,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,1,93,l       ,C       ,641,unit,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
12,1,73,l       ,C       ,1012,unit,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
12,1,68,a       ,C       ,821,unit,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
12,1,92,l       ,E       ,651,unit,0,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
12,1,87,l       ,C       ,1983,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
12,1,98,a       ,C       ,742,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,1,37,l       ,C       ,991,unit,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
12,1,39,l       ,C       ,1262,unit,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
12,1,11,l       ,C       ,962,unit,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
12,1,47,l       ,C       ,781,unit,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
12,1,86,a       ,C       ,981,unit,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,1,89,l       ,C       ,691,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
12,1,23,l       ,C       ,911,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
12,1,66,a       ,C       ,671,unit,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,1,34,a       ,C       ,1082,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
12,1,18,a       ,C       ,921,unit,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
12,1,26,a       ,C       ,1091,unit,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
12,1,46,a       ,C       ,841,unit,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
12,1,44,a       ,C       ,892,unit,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,1,12,a       ,C       ,982,unit,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
12,1,83,l       ,C       ,971,unit,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
12,1,61,l       ,C       ,881,unit,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
12,1,88,a       ,C       ,1011,unit,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
12,1,49,l       ,C       ,1122,unit,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
12,1,29,l       ,C       ,771,unit,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
12,1,27,l       ,C       ,831,unit,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
12,1,81,l       ,C       ,841,unit,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
